fact_check_id,post_id,claim_lang,ocr_lang,pair_lang
28126,2388,,"[('deu', 0.9850931763648987), ('eng', 0.008805891498923302)]","(None, [('deu', 0.9850931763648987), ('eng', 0.008805891498923302)])"
28126,18563,,,"(None, nan)"
28131,6282,,,"(None, None)"
28132,2578,,"[('sin', 0.9927816390991211)]","(None, [('sin', 0.9927816390991211)])"
28132,4678,,,"(None, nan)"
28132,27428,,"[('sin', 1.0)]","(None, [('sin', 1.0)])"
28134,515,,"[('eng', 0.7451897263526917), ('kor', 0.25481030344963074)]","(None, [('eng', 0.7451897263526917), ('kor', 0.25481030344963074)])"
28137,27045,,,"(None, None)"
28188,10768,,,"(None, None)"
28196,8122,,"[('eng', 0.9694787859916687)]","(None, [('eng', 0.9694787859916687)])"
28196,18733,,,"(None, nan)"
28196,19569,,,"(None, None)"
28206,1065,,"[('spa', 0.6905640959739685), ('dan', 0.08721473813056946), ('por', 0.07140445709228516), ('eng', 0.04577842354774475), ('spa', 0.026319196447730064), ('eo', 0.017598725855350494)]","(None, [('spa', 0.6905640959739685), ('dan', 0.08721473813056946), ('por', 0.07140445709228516), ('eng', 0.04577842354774475), ('spa', 0.026319196447730064), ('eo', 0.017598725855350494)])"
28206,9105,,"[('spa', 0.7480992078781128), ('dan', 0.09389018267393112), ('eng', 0.054296109825372696), ('por', 0.030843673273921013), ('spa', 0.029719918966293335)]","(None, [('spa', 0.7480992078781128), ('dan', 0.09389018267393112), ('eng', 0.054296109825372696), ('por', 0.030843673273921013), ('spa', 0.029719918966293335)])"
28206,21510,,,"(None, nan)"
28209,720,,"[('deu', 0.9245656728744507), ('ku', 0.059642378240823746)]","(None, [('deu', 0.9245656728744507), ('ku', 0.059642378240823746)])"
28209,2508,,"[('deu', 0.9677770733833313), ('eng', 0.016849644482135773)]","(None, [('deu', 0.9677770733833313), ('eng', 0.016849644482135773)])"
28220,10628,,,"(None, None)"
28222,13922,,"[('eng', 0.4241093397140503)]","(None, [('eng', 0.4241093397140503)])"
28230,6820,,,"(None, None)"
28230,6821,,,"(None, None)"
28230,11752,,,"(None, None)"
28234,5345,,,"(None, nan)"
28234,5346,,,"(None, nan)"
28241,5453,,,"(None, nan)"
28241,17275,,,"(None, nan)"
28241,19804,,"[('spa', 0.980067789554596), ('por', 0.017143918201327324)]","(None, [('spa', 0.980067789554596), ('por', 0.017143918201327324)])"
28247,9323,,,"(None, None)"
28251,22469,,,"(None, nan)"
28260,9156,,"[('deu', 0.8932937383651733), ('et', 0.06498562544584274)]","(None, [('deu', 0.8932937383651733), ('et', 0.06498562544584274)])"
28260,21334,,,"(None, None)"
28284,6299,,,"(None, None)"
28285,20671,,,"(None, None)"
28295,4291,,,"(None, nan)"
28295,15440,,,"(None, nan)"
28299,3479,,,"(None, None)"
28299,3611,,,"(None, None)"
28299,9248,,"[('hun', 0.11701519787311554)]","(None, [('hun', 0.11701519787311554)])"
28299,17967,,,"(None, None)"
28299,22354,,,"(None, nan)"
28310,6194,,"[('spa', 0.7929368615150452), ('por', 0.024279166013002396)]","(None, [('spa', 0.7929368615150452), ('por', 0.024279166013002396)])"
28314,3185,,"[('eng', 0.8522258400917053), ('ht', 0.12387631833553314)]","(None, [('eng', 0.8522258400917053), ('ht', 0.12387631833553314)])"
28314,5375,,,"(None, nan)"
28314,9114,,"[('spa', 0.5419785976409912), ('eng', 0.22061584889888763), ('ilo', 0.10515081137418747), ('por', 0.09196922183036804)]","(None, [('spa', 0.5419785976409912), ('eng', 0.22061584889888763), ('ilo', 0.10515081137418747), ('por', 0.09196922183036804)])"
28325,6314,,"[('spa', 1.0)]","(None, [('spa', 1.0)])"
28326,2637,,"[('spa', 0.7967228293418884), ('por', 0.025393079966306686), ('ita', 0.015013382770121098)]","(None, [('spa', 0.7967228293418884), ('por', 0.025393079966306686), ('ita', 0.015013382770121098)])"
28326,6314,,"[('spa', 1.0)]","(None, [('spa', 1.0)])"
28327,3496,,,"(None, None)"
28327,15704,,,"(None, nan)"
28327,27472,,,"(None, None)"
28335,6089,,,"(None, nan)"
28335,18632,,,"(None, nan)"
28335,19668,,,"(None, None)"
28368,6435,,"[('eng', 0.5029401779174805), ('msa', 0.21767093241214752), ('so', 0.08961285650730133)]","(None, [('eng', 0.5029401779174805), ('msa', 0.21767093241214752), ('so', 0.08961285650730133)])"
28368,15761,,,"(None, nan)"
28368,20393,,"[('eng', 0.6825467348098755)]","(None, [('eng', 0.6825467348098755)])"
28368,22007,,,"(None, nan)"
28389,952,,"[('deu', 0.8824533820152283), ('tur', 0.06617420166730881), ('eng', 0.01746731996536255), ('ita', 0.016919702291488647)]","(None, [('deu', 0.8824533820152283), ('tur', 0.06617420166730881), ('eng', 0.01746731996536255), ('ita', 0.016919702291488647)])"
28395,427,,"[('spa', 0.9054581522941589), ('eng', 0.09454183280467987)]","(None, [('spa', 0.9054581522941589), ('eng', 0.09454183280467987)])"
28395,5339,,,"(None, nan)"
28436,14215,,"[('eng', 0.7239944338798523), ('hun', 0.21431288123130798), ('la', 0.0572890006005764)]","(None, [('eng', 0.7239944338798523), ('hun', 0.21431288123130798), ('la', 0.0572890006005764)])"
28437,5577,,,"(None, nan)"
28437,10493,,,"(None, None)"
28438,6359,,,"(None, None)"
28439,988,,"[('hun', 1.0)]","(None, [('hun', 1.0)])"
28442,4991,,,"(None, nan)"
28443,518,,"[('eng', 0.6727659702301025), ('hun', 0.24583902955055237), ('nld', 0.007294554263353348)]","(None, [('eng', 0.6727659702301025), ('hun', 0.24583902955055237), ('nld', 0.007294554263353348)])"
28444,27225,,,"(None, None)"
28447,26890,,"[('ita', 0.5510954260826111), ('msa', 0.1909899264574051), ('spa', 0.10638868063688278), ('et', 0.08720847219228745)]","(None, [('ita', 0.5510954260826111), ('msa', 0.1909899264574051), ('spa', 0.10638868063688278), ('et', 0.08720847219228745)])"
28449,5019,,,"(None, nan)"
28451,5366,,,"(None, nan)"
28462,12109,,,"(None, None)"
28467,5806,,,"(None, nan)"
28474,15625,,,"(None, nan)"
28496,55,,"[('por', 0.972236156463623)]","(None, [('por', 0.972236156463623)])"
28496,1897,,"[('por', 1.0)]","(None, [('por', 1.0)])"
28496,15465,,,"(None, nan)"
28496,18443,,,"(None, nan)"
28496,19896,,"[('por', 1.0)]","(None, [('por', 1.0)])"
28496,25610,,,"(None, nan)"
28498,18592,,,"(None, nan)"
28499,4375,,,"(None, nan)"
28499,19165,,,"(None, nan)"
28502,5998,,,"(None, nan)"
28502,6363,,"[('por', 0.9373407959938049)]","(None, [('por', 0.9373407959938049)])"
28503,520,,"[('por', 1.0)]","(None, [('por', 1.0)])"
28503,3330,,"[('por', 1.0)]","(None, [('por', 1.0)])"
28503,6366,,,"(None, None)"
28506,9275,,"[('eng', 0.3452656865119934), ('ron', 0.22187182307243347), ('gd', 0.20608744025230408), ('jv', 0.07994075119495392)]","(None, [('eng', 0.3452656865119934), ('ron', 0.22187182307243347), ('gd', 0.20608744025230408), ('jv', 0.07994075119495392)])"
28506,14728,,,"(None, nan)"
28506,27755,,"[('eng', 0.33866238594055176), ('tur', 0.1277959942817688)]","(None, [('eng', 0.33866238594055176), ('tur', 0.1277959942817688)])"
28596,25490,,,"(None, nan)"
28599,16176,,,"(None, nan)"
28599,26873,,,"(None, None)"
28606,20,,"[('eng', 0.9742329120635986), ('ga', 0.0040368130430579185)]","(None, [('eng', 0.9742329120635986), ('ga', 0.0040368130430579185)])"
28608,6927,,,"(None, None)"
28608,6928,,"[('eng', 0.9346588253974915)]","(None, [('eng', 0.9346588253974915)])"
28608,6951,,"[('eng', 0.9740092158317566)]","(None, [('eng', 0.9740092158317566)])"
28611,528,,"[('eng', 0.9619212746620178)]","(None, [('eng', 0.9619212746620178)])"
28611,529,,"[('eng', 0.9163441061973572)]","(None, [('eng', 0.9163441061973572)])"
28611,4711,,,"(None, nan)"
28615,27066,,,"(None, None)"
28618,6388,,"[('eng', 0.7869912981987), ('ara', 0.1465262621641159), ('spa', 0.020586607977747917)]","(None, [('eng', 0.7869912981987), ('ara', 0.1465262621641159), ('spa', 0.020586607977747917)])"
28634,11320,,,"(None, None)"
28638,8731,,,"(None, None)"
28638,8732,,,"(None, None)"
28664,3090,,"[('spa', 0.6922670006752014)]","(None, [('spa', 0.6922670006752014)])"
28743,24376,,,"(None, None)"
28746,2562,,"[('sn', 0.7108656167984009), ('ben', 0.1881232112646103)]","(None, [('sn', 0.7108656167984009), ('ben', 0.1881232112646103)])"
28753,24486,,,"(None, None)"
28810,24347,,,"(None, None)"
28869,16575,,,"(None, nan)"
28909,4428,,,"(None, nan)"
28909,7526,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
28912,21051,,,"(None, None)"
28936,710,,"[('por', 0.8747945427894592), ('la', 0.05542692169547081)]","(None, [('por', 0.8747945427894592), ('la', 0.05542692169547081)])"
28936,1051,,"[('por', 0.781389057636261), ('spa', 0.218610942363739)]","(None, [('por', 0.781389057636261), ('spa', 0.218610942363739)])"
28936,4797,,,"(None, nan)"
28936,7745,,"[('por', 0.8005316853523254), ('spa', 0.042778100818395615), ('eng', 0.01103516947478056), ('sm', 0.005994641687721014), ('fra', 0.0058411466889083385)]","(None, [('por', 0.8005316853523254), ('spa', 0.042778100818395615), ('eng', 0.01103516947478056), ('sm', 0.005994641687721014), ('fra', 0.0058411466889083385)])"
28936,19935,,"[('por', 0.9576118588447571), ('eu', 0.03173483908176422)]","(None, [('por', 0.9576118588447571), ('eu', 0.03173483908176422)])"
28973,6673,,"[('eng', 0.7807198166847229)]","(None, [('eng', 0.7807198166847229)])"
28973,20700,,,"(None, None)"
28973,21389,,"[('eng', 0.8652142882347107)]","(None, [('eng', 0.8652142882347107)])"
28974,6673,,"[('eng', 0.7807198166847229)]","(None, [('eng', 0.7807198166847229)])"
28974,20700,,,"(None, None)"
28974,21389,,"[('eng', 0.8652142882347107)]","(None, [('eng', 0.8652142882347107)])"
29073,24319,,"[('hin', 0.6320981979370117), ('eng', 0.2957402169704437), ('eo', 0.07216157019138336)]","(None, [('hin', 0.6320981979370117), ('eng', 0.2957402169704437), ('eo', 0.07216157019138336)])"
29091,483,,"[('por', 0.9509579539299011), ('eng', 0.04332251846790314)]","(None, [('por', 0.9509579539299011), ('eng', 0.04332251846790314)])"
29092,1830,,"[('spa', 0.8909190893173218), ('eng', 0.10908090323209763)]","(None, [('spa', 0.8909190893173218), ('eng', 0.10908090323209763)])"
29092,1831,,"[('spa', 0.8933142423629761), ('eng', 0.10668575763702393)]","(None, [('spa', 0.8933142423629761), ('eng', 0.10668575763702393)])"
29092,10782,,,"(None, None)"
29092,22310,,,"(None, nan)"
29092,27988,,"[('spa', 0.8932803869247437), ('eng', 0.10671959072351456)]","(None, [('spa', 0.8932803869247437), ('eng', 0.10671959072351456)])"
29095,19286,,,"(None, nan)"
29095,19287,,,"(None, nan)"
29096,24499,,,"(None, None)"
29105,552,,"[('ces', 0.9432541728019714), ('slk', 0.05674581229686737)]","(None, [('ces', 0.9432541728019714), ('slk', 0.05674581229686737)])"
29105,20929,,,"(None, None)"
29106,623,,"[('ces', 0.8051576614379883), ('eng', 0.1691714972257614), ('nld', 0.022873206064105034)]","(None, [('ces', 0.8051576614379883), ('eng', 0.1691714972257614), ('nld', 0.022873206064105034)])"
29112,19546,,,"(None, None)"
29112,27183,,,"(None, None)"
29115,6551,,"[('yo', 0.8454210758209229), ('msa', 0.15457890927791595)]","(None, [('yo', 0.8454210758209229), ('msa', 0.15457890927791595)])"
29115,7867,,"[('yo', 1.0)]","(None, [('yo', 1.0)])"
29115,7868,,"[('yo', 0.46383002400398254), ('fin', 0.3756450414657593), ('msa', 0.16052494943141937)]","(None, [('yo', 0.46383002400398254), ('fin', 0.3756450414657593), ('msa', 0.16052494943141937)])"
29115,11085,,"[('eng', 0.7004467844963074), ('yo', 0.26090535521507263), ('spa', 0.03864786773920059)]","(None, [('eng', 0.7004467844963074), ('yo', 0.26090535521507263), ('spa', 0.03864786773920059)])"
29115,17922,,,"(None, None)"
29115,18658,,,"(None, nan)"
29124,18755,,,"(None, nan)"
29126,6979,,,"(None, None)"
29174,6582,,"[('so', 1.0)]","(None, [('so', 1.0)])"
29174,18623,,,"(None, nan)"
29174,18624,,,"(None, nan)"
29175,26298,,,"(None, nan)"
29187,262,,"[('msa', 0.7382370233535767), ('eng', 0.2222636342048645), ('msa', 0.03859550133347511)]","(None, [('msa', 0.7382370233535767), ('eng', 0.2222636342048645), ('msa', 0.03859550133347511)])"
29187,10410,,"[('msa', 0.7386187314987183), ('eng', 0.22285081446170807), ('msa', 0.03853045403957367)]","(None, [('msa', 0.7386187314987183), ('eng', 0.22285081446170807), ('msa', 0.03853045403957367)])"
29187,12442,,"[('msa', 0.9494560956954956), ('msa', 0.050543904304504395)]","(None, [('msa', 0.9494560956954956), ('msa', 0.050543904304504395)])"
29198,3754,,"[('eng', 0.6044997572898865)]","(None, [('eng', 0.6044997572898865)])"
29198,17487,,,"(None, None)"
29201,24943,,,"(None, nan)"
29212,1231,,"[('spa', 0.9909080862998962)]","(None, [('spa', 0.9909080862998962)])"
29227,25266,,,"(None, nan)"
29238,6405,,,"(None, None)"
29238,12750,,,"(None, None)"
29238,18977,,,"(None, nan)"
29238,19138,,,"(None, nan)"
29257,20311,,,"(None, None)"
29257,20783,,,"(None, None)"
29258,6598,,,"(None, None)"
29258,7378,,,"(None, None)"
29259,432,,"[('spa', 0.6545858383178711), ('eng', 0.27234989404678345)]","(None, [('spa', 0.6545858383178711), ('eng', 0.27234989404678345)])"
29259,9770,,"[('spa', 0.6652815341949463), ('eng', 0.27866601943969727)]","(None, [('spa', 0.6652815341949463), ('eng', 0.27866601943969727)])"
29259,17268,,,"(None, nan)"
29276,12222,,"[('eng', 0.8556792736053467), ('spa', 0.0800265297293663), ('la', 0.03370021656155586), ('pol', 0.0305939931422472)]","(None, [('eng', 0.8556792736053467), ('spa', 0.0800265297293663), ('la', 0.03370021656155586), ('pol', 0.0305939931422472)])"
29276,18368,,"[('eng', 0.7999829649925232), ('lb', 0.0629391223192215), ('deu', 0.044101979583501816), ('fra', 0.020484235137701035)]","(None, [('eng', 0.7999829649925232), ('lb', 0.0629391223192215), ('deu', 0.044101979583501816), ('fra', 0.020484235137701035)])"
29276,18729,,,"(None, nan)"
29276,19430,,,"(None, nan)"
29276,20897,,"[('eng', 0.8191536664962769), ('ita', 0.03979190066456795), ('fin', 0.011966640129685402), ('fy', 0.006001579109579325), ('hy', 0.0055846660397946835)]","(None, [('eng', 0.8191536664962769), ('ita', 0.03979190066456795), ('fin', 0.011966640129685402), ('fy', 0.006001579109579325), ('hy', 0.0055846660397946835)])"
29276,21385,,"[('eng', 0.7629662156105042), ('ita', 0.07580689340829849), ('spa', 0.01497533731162548), ('la', 0.009464490227401257), ('ht', 0.008449430577456951), ('cat', 0.007246537134051323), ('ces', 0.0068689025938510895), ('nor', 0.0021174808498471975)]","(None, [('eng', 0.7629662156105042), ('ita', 0.07580689340829849), ('spa', 0.01497533731162548), ('la', 0.009464490227401257), ('ht', 0.008449430577456951), ('cat', 0.007246537134051323), ('ces', 0.0068689025938510895), ('nor', 0.0021174808498471975)])"
29291,6600,,,"(None, None)"
29293,6601,,"[('eng', 0.7987063527107239)]","(None, [('eng', 0.7987063527107239)])"
29294,19604,,,"(None, None)"
29310,18951,,,"(None, nan)"
29312,17296,,,"(None, nan)"
29313,4928,,,"(None, nan)"
29313,13246,,"[('spa', 0.9070045351982117), ('eng', 0.05063482001423836), ('por', 0.038058895617723465)]","(None, [('spa', 0.9070045351982117), ('eng', 0.05063482001423836), ('por', 0.038058895617723465)])"
29316,6748,,"[('spa', 0.7947238683700562), ('fy', 0.12201173603534698), ('ukr', 0.048532430082559586), ('pol', 0.02278352528810501)]","(None, [('spa', 0.7947238683700562), ('fy', 0.12201173603534698), ('ukr', 0.048532430082559586), ('pol', 0.02278352528810501)])"
29316,15376,,,"(None, nan)"
29336,1082,,"[('spa', 0.8650975227355957), ('eng', 0.09685345739126205), ('ita', 0.03804899379611015)]","(None, [('spa', 0.8650975227355957), ('eng', 0.09685345739126205), ('ita', 0.03804899379611015)])"
29336,14398,,,"(None, nan)"
29336,19067,,,"(None, nan)"
29344,8569,,,"(None, None)"
29354,16660,,,"(None, nan)"
29364,25051,,,"(None, nan)"
29367,24490,,,"(None, None)"
29369,24476,,,"(None, None)"
29373,24446,,,"(None, None)"
29380,6585,,,"(None, None)"
29384,6607,,"[('msa', 0.5969833731651306), ('eng', 0.2844696640968323), ('msa', 0.05919180065393448)]","(None, [('msa', 0.5969833731651306), ('eng', 0.2844696640968323), ('msa', 0.05919180065393448)])"
29384,6608,,,"(None, None)"
29384,6626,,"[('msa', 0.7274103760719299)]","(None, [('msa', 0.7274103760719299)])"
29390,12393,,,"(None, None)"
29399,24929,,,"(None, nan)"
29420,2554,,"[('eng', 0.8270224928855896), ('mr', 0.172977477312088)]","(None, [('eng', 0.8270224928855896), ('mr', 0.172977477312088)])"
29420,2555,,"[('eng', 0.7564663887023926), ('mr', 0.07307747006416321), ('hin', 0.03991452604532242)]","(None, [('eng', 0.7564663887023926), ('mr', 0.07307747006416321), ('hin', 0.03991452604532242)])"
29420,10530,,"[('eng', 0.8508498072624207), ('mr', 0.14915019273757935)]","(None, [('eng', 0.8508498072624207), ('mr', 0.14915019273757935)])"
29421,23188,,"[('urd', 0.9425159096717834)]","(None, [('urd', 0.9425159096717834)])"
29460,17871,,,"(None, None)"
29460,18370,,,"(None, None)"
29461,3084,,"[('spa', 0.6099289059638977), ('eng', 0.2367527335882187)]","(None, [('spa', 0.6099289059638977), ('eng', 0.2367527335882187)])"
29463,6382,,,"(None, None)"
29487,12952,,,"(None, None)"
29491,17349,,,"(None, nan)"
29491,17364,,,"(None, nan)"
29491,22291,,,"(None, nan)"
29507,6616,,,"(None, None)"
29510,6460,,,"(None, None)"
29519,15710,,,"(None, nan)"
29521,22952,,"[('eng', 0.8122620582580566)]","(None, [('eng', 0.8122620582580566)])"
29542,747,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
29587,1138,,"[('eng', 0.9129459857940674), ('por', 0.047371529042720795)]","(None, [('eng', 0.9129459857940674), ('por', 0.047371529042720795)])"
29587,2195,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
29587,20442,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
29587,21935,,,"(None, nan)"
29588,6435,,"[('eng', 0.5029401779174805), ('msa', 0.21767093241214752), ('so', 0.08961285650730133)]","(None, [('eng', 0.5029401779174805), ('msa', 0.21767093241214752), ('so', 0.08961285650730133)])"
29588,6896,,"[('eng', 0.9020361304283142)]","(None, [('eng', 0.9020361304283142)])"
29588,14013,,"[('tur', 0.8159071207046509), ('eng', 0.1182456687092781)]","(None, [('tur', 0.8159071207046509), ('eng', 0.1182456687092781)])"
29594,4798,,,"(None, nan)"
29594,9952,,,"(None, None)"
29594,9953,,,"(None, None)"
29594,9954,,"[('spa', 0.8758083581924438)]","(None, [('spa', 0.8758083581924438)])"
29594,25848,,,"(None, nan)"
29594,25849,,,"(None, nan)"
29595,6022,,,"(None, nan)"
29595,14438,,,"(None, nan)"
29595,14459,,,"(None, nan)"
29616,6894,,"[('eng', 0.9059963822364807), ('fy', 0.023389650508761406), ('deu', 0.02127428725361824)]","(None, [('eng', 0.9059963822364807), ('fy', 0.023389650508761406), ('deu', 0.02127428725361824)])"
29616,11614,,"[('eng', 0.8968559503555298), ('fin', 0.025368543341755867), ('sn', 0.014317265711724758)]","(None, [('eng', 0.8968559503555298), ('fin', 0.025368543341755867), ('sn', 0.014317265711724758)])"
29616,18573,,,"(None, nan)"
29631,6624,,"[('por', 0.8758252263069153), ('eng', 0.12417474389076233)]","(None, [('por', 0.8758252263069153), ('eng', 0.12417474389076233)])"
29662,11215,,,"(None, None)"
29662,15970,,,"(None, nan)"
29671,18112,,,"(None, None)"
29671,22341,,,"(None, nan)"
29681,11914,,"[('spa', 0.8662171363830566), ('ita', 0.13378287851810455)]","(None, [('spa', 0.8662171363830566), ('ita', 0.13378287851810455)])"
29681,11915,,"[('spa', 0.8661719560623169), ('ita', 0.1338280588388443)]","(None, [('spa', 0.8661719560623169), ('ita', 0.1338280588388443)])"
29693,4380,,,"(None, nan)"
29693,22332,,,"(None, nan)"
29704,967,,"[('por', 1.0)]","(None, [('por', 1.0)])"
29704,4813,,,"(None, nan)"
29705,104,,"[('eng', 0.7759804129600525), ('ha', 0.010469060391187668), ('ces', 0.010175889357924461), ('fin', 0.009243977256119251), ('sw', 0.00794211681932211)]","(None, [('eng', 0.7759804129600525), ('ha', 0.010469060391187668), ('ces', 0.010175889357924461), ('fin', 0.009243977256119251), ('sw', 0.00794211681932211)])"
